Gene.Set,Name,NES,NOM p-value,FDR q-value,Gene Details
CGP,FRIDMAN_SENESCENCE_DN,1.6308112,0.01540832,0.08862376,NA
CGP,ZHAN_MULTIPLE_MYELOMA_HP_DN,1.62998,0.009975063,0.08904277,NA
CGP,GROSS_HYPOXIA_VIA_ELK3_DN,1.6292386,0.0010787486,0.08924512,NA
CGP,THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP,1.6288811,0.0046620048,0.089127794,NA
CGP,LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP,1.6281519,0.002317497,0.0893977,NA
CGP,WANG_LSD1_TARGETS_UP,1.6261997,0.014245015,0.09101771,NA
CGP,YOKOE_CANCER_TESTIS_ANTIGENS,1.6259267,0.008196721,0.09081766,NA
CGP,COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN,1.625752,0.0021929825,0.09049982,NA
GO-BP,MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS,1.625338,0.0073260074,0.22911656,"BID,PMAIP1,CDKN2A,SFN,TSPO,MSTO1,BCL2,TOMM22,BCL2L1,MTX2,BAX,HSP90AA1,GPX1,BBC3,BNIP3,MRPL12"
TFT,MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS,1.625338,0.0073260074,0.22911656,"BID,PMAIP1,CDKN2A,SFN,TSPO,MSTO1,BCL2,TOMM22,BCL2L1,MTX2,BAX,HSP90AA1,GPX1,BBC3,BNIP3,MRPL12"
CGP,ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN,1.6237811,0.003322259,0.09212092,NA
CGP,KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN,1.6231594,0.016871165,0.092151284,NA
CGP,ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR,1.6229755,0.00461361,0.09185896,NA
CGP,LE_EGR2_TARGETS_UP,1.6220475,0.0011061947,0.092234224,NA
CGP,HUPER_BREAST_BASAL_VS_LUMINAL_UP,1.6215335,0.011320755,0.09221888,NA
CGP,DEMAGALHAES_AGING_DN,1.6205609,0.01594203,0.092642360000000007,NA
GO-BP,STEROID_METABOLIC_PROCESS,1.6194371,0.009888751,0.2287579,"NR0B2,ACOX2,CYP46A1,TSPO,CYP7B1,ADM,FDXR,SOAT2,SOAT1,IL4,DHRS9,CYP39A1,ABCG1,NSDHL"
TFT,STEROID_METABOLIC_PROCESS,1.6194371,0.009888751,0.2287579,"NR0B2,ACOX2,CYP46A1,TSPO,CYP7B1,ADM,FDXR,SOAT2,SOAT1,IL4,DHRS9,CYP39A1,ABCG1,NSDHL"
KEGG,KEGG_STARCH_AND_SUCROSE_METABOLISM,1.6187799,0.01369863,0.22358175,"GYS2,MGAM,GCK,HK3,HK1,GUSB,GBE1,UXS1,PYGB"
CGP,BASSO_CD40_SIGNALING_UP,1.6185257,0.0022650056,0.09425676,NA
CGP,WIELAND_UP_BY_HBV_INFECTION,1.6182541,0.0011481056,0.094120845,NA
CGP,FARMER_BREAST_CANCER_APOCRINE_VS_BASAL,1.6173642,0,0.09445656,NA
GO-BP,ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,1.616247,0.014367816,0.22322324,"BIRC5,CENPF,CENPE,SEPT5,CDCA5,NLGN1,SNAP29,AP1M2,YKT6"
TFT,ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,1.616247,0.014367816,0.22322324,"BIRC5,CENPF,CENPE,SEPT5,CDCA5,NLGN1,SNAP29,AP1M2,YKT6"
CGP,PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN,1.615859,0,0.095497616,NA
CGP,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP,1.6149222,0.007884363,0.09588783,NA
CGP,GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP,1.6137034,0.0070921984,0.096656315,NA
CGP,SAGIV_CD24_TARGETS_DN,1.6128818,0.008728179,0.09699367,NA
CGP,KANNAN_TP53_TARGETS_UP,1.6111293,0.007352941,0.09829668,NA
CGP,MISSIAGLIA_REGULATED_BY_METHYLATION_UP,1.6100361,0.0033112583,0.098957255,NA
CGP,NIELSEN_MALIGNAT_FIBROUS_HISTIOCYTOMA_UP,1.6076752,0.016736401,0.100794636,NA
CGP,SEKI_INFLAMMATORY_RESPONSE_LPS_UP,1.6068833,0.007945516,0.101126835,NA
CGP,FRIDMAN_SENESCENCE_UP,1.6061791,0.0011723329,0.101308264,NA
CGP,HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP,1.6052691,0.0010559662,0.10179368,NA
CGP,NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP,1.6041046,0.008413462,0.10253527,NA
CGP,KRASNOSELSKAYA_ILF3_TARGETS_DN,1.6040286,0.008706467,0.1021458,NA
CGP,HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_UP,1.6039946,0.015449438,0.10169879,NA
CGP,GU_PDEF_TARGETS_DN,1.6038568,0.016172506,0.10140347,NA
CGP,FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP,1.6038196,0.0023337223,0.100944325,NA
CGP,MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN,1.6026851,0.018731989,0.101595715,NA
CGP,CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP,1.6026813,0.0022099447,0.10110961,NA
CGP,FARMER_BREAST_CANCER_BASAL_VS_LULMINAL,1.602099,0.0010090817,0.10116885,NA
CGP,ODONNELL_TFRC_TARGETS_DN,1.6019888,0.0044198893,0.10080874,NA
GO-BP,REGULATION_OF_JNK_ACTIVITY,1.6017716,0.015068493,0.24356665,"MDFI,MAP3K9"
TFT,REGULATION_OF_JNK_ACTIVITY,1.6017716,0.015068493,0.24356665,"MDFI,MAP3K9"
CGP,WOTTON_RUNX_TARGETS_UP,1.6004517,0.025316456,0.10187893,NA
CGP,HU_GENOTOXIC_DAMAGE_24HR,1.597648,0.016666668,0.10443994,NA
CGP,RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN,1.5974832,0.02173913,0.104109325,NA
CGP,TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP,1.5969363,0.0010604454,0.1043191,NA
GO-BP,NEGATIVE_REGULATION_OF_CELL_ADHESION,1.5954671,0.0216763,0.2452124,"ARHGDIG,CDKN2A"
TFT,NEGATIVE_REGULATION_OF_CELL_ADHESION,1.5954671,0.0216763,0.2452124,"ARHGDIG,CDKN2A"
CGP,CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN,1.59545,0.007398274,0.10546982,NA
CGP,THUM_MIR21_TARGETS_HEART_DISEASE_UP,1.5953975,0.01754386,0.10507563,NA
CGP,XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP,1.5949018,0.027439024,0.10508534,NA
Reactome,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,-1.5929687,0.015384615,0.18442625,"PRKCQ,DGKA,RASGRP2,DGKB,PRKCH,PRKCE,TRPC6,PRKCD"
CGP,WINNEPENNINCKX_MELANOMA_METASTASIS_UP,1.5928831,0.0032537961,0.106821366,NA
GO-BP,CARBOXYLIC_ACID_TRANSPORT,1.5927986,0.0051020407,0.23880878,"SLC25A13,SLC1A1,SLC3A1,SLC7A5,SLC1A2,SLC1A4,SLC16A1"
TFT,CARBOXYLIC_ACID_TRANSPORT,1.5927986,0.0051020407,0.23880878,"SLC25A13,SLC1A1,SLC3A1,SLC7A5,SLC1A2,SLC1A4,SLC16A1"
Reactome,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,-1.5925071,0.029801324,0.17496203,"PIGM,PIGX,PIGL,PIGC,PIGV,PIGB,PIGG,PIGP,PIGH,SEMA6D,PIGW"
CGP,SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6,1.5910763,0,0.10834102,NA
CGP,YIH_RESPONSE_TO_ARSENITE_C1,1.5908674,0.017195767,0.10807395,NA
CGP,KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP,1.5904721,0.002173913,0.10809802,NA
CGP,ROY_WOUND_BLOOD_VESSEL_UP,1.5898283,0.0075093866,0.108344,NA
CGP,NAKAMURA_METASTASIS_MODEL_UP,1.5890424,0.011349306,0.10871843,NA
CGP,PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP,1.5889527,0.01010101,0.10831941,NA
CGP,UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN,1.5874972,0.012787724,0.10946151,NA
CGP,KUNINGER_IGF1_VS_PDGFB_TARGETS_DN,1.5873495,0.015247776,0.1091554,NA
CGP,HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP,1.5867764,0.009638554,0.10935355,NA
CGP,SENESE_HDAC3_TARGETS_DN,1.5867504,0,0.108894475,NA
CGP,ZHAN_MULTIPLE_MYELOMA_MF_UP,1.5865482,0.010178117,0.10861337,NA
CGP,DELACROIX_RAR_TARGETS_UP,1.5854493,0.011002445,0.109293915,NA
CGP,SERVITJA_LIVER_HNF1A_TARGETS_UP,1.5837307,0.002181025,0.11076078,NA
CGP,LEE_LIVER_CANCER_HEPATOBLAST,1.5828397,0.025757575,0.11131405,NA
CGP,REICHERT_MITOSIS_LIN9_TARGETS,1.5824746,0.014705882,0.11126913,NA
CGP,SMID_BREAST_CANCER_LUMINAL_A_DN,1.5822687,0.037921347,0.11103263,NA
CGP,JEON_SMAD6_TARGETS_DN,1.5798323,0.025174825,0.11346713,NA
CGP,BROWNE_HCMV_INFECTION_2HR_UP,1.5793949,0.024611399,0.1135385,NA
Reactome,REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,-1.5790732,0.015564202,0.17981122,"NCOA2,ARNTL,NCOA6,SMARCD3,NCOR1,NR1D1,NR3C1,PPARGC1A,EP300,CREBBP,NCOA1,RORA,PER2,DBP"
CGP,WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP,1.5783411,0.021437578,0.11440296,NA
CGP,COLDREN_GEFITINIB_RESISTANCE_UP,1.5780435,0.009237875,0.11421006,NA
CGP,BENPORATH_PROLIFERATION,1.5767542,0,0.115227245,NA
CGP,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,1.5765398,0,0.11502847,NA
CGP,ISHIDA_E2F_TARGETS,1.575342,0.0111524165,0.11591776,NA
CGP,SANSOM_WNT_PATHWAY_REQUIRE_MYC,1.5745913,0.012121212,0.11632656,NA
CGP,GHO_ATF5_TARGETS_DN,1.5733405,0.02255639,0.11746916,NA
CGP,ALCALAY_AML_BY_NPM1_LOCALIZATION_DN,1.5728798,0.0010570824,0.11744477,NA
CGP,BURTON_ADIPOGENESIS_2,1.5724863,0.006904488,0.11741194,NA
CGP,LIN_NPAS4_TARGETS_DN,1.5714788,0.013431014,0.11801663,NA
CGP,NEMETH_INFLAMMATORY_RESPONSE_LPS_UP,1.5713629,0.005793743,0.11765081,NA
CGP,HENDRICKS_SMARCA4_TARGETS_DN,1.5708311,0.009913259,0.11780646,NA
CGP,GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP,1.5706855,0,0.117456846,NA
CGP,LEE_NEURAL_CREST_STEM_CELL_DN,1.5689245,0.004454343,0.11914415,NA
CGP,CUI_TCF21_TARGETS_DN,1.5687084,0.016597511,0.118988305,NA
CGP,CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN,1.5678458,0.0042643924,0.11946082,NA
GO-BP,POSITIVE_REGULATION_OF_TRANSLATION,1.5642607,0.01724138,0.24902129,NA
TFT,POSITIVE_REGULATION_OF_TRANSLATION,1.5642607,0.01724138,0.24902129,NA
CGP,HORIUCHI_WTAP_TARGETS_DN,1.5638977,0,0.12381085,NA
CGP,OUYANG_PROSTATE_CANCER_PROGRESSION_DN,1.5634271,0.024113474,0.12388948,NA
CGP,KIM_WT1_TARGETS_8HR_UP,1.5622808,0.004210526,0.124943726,NA
CGP,ZHAN_MULTIPLE_MYELOMA_PR_UP,1.5619963,0.011494253,0.124820955,NA
CGP,SCHAVOLT_TARGETS_OF_TP53_AND_TP63,1.5615286,0.03591954,0.12492721,NA
CGP,BROWNE_HCMV_INFECTION_2HR_DN,1.5612782,0.011180124,0.12482644,NA
CGP,KANG_DOXORUBICIN_RESISTANCE_UP,1.560891,0.013333334,0.12477849,NA
CGP,HOLLEMAN_DAUNORUBICIN_B_ALL_UP,1.5605823,0.029595016,0.12461426,NA
CGP,HUPER_BREAST_BASAL_VS_LUMINAL_DN,1.5604091,0.016489988,0.124327146,NA
CGP,ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN,1.5601735,0.0076923077,0.12416182,NA
CGP,DOANE_BREAST_CANCER_ESR1_DN,1.5578643,0.021276595,0.12642613,NA
Reactome,REACTOME_CIRCADIAN_CLOCK,-1.557476,0.005076142,0.19670957,"NCOA2,ARNTL,NCOA6,SMARCD3,CREB1,NCOR1,NR1D1,NR3C1,PPARGC1A,EP300,CREBBP,NCOA1,CSNK1E,RORA,SREBF1,PER2,DBP"
CGP,MORI_PRE_BI_LYMPHOCYTE_UP,1.5574746,0.005701254,0.126337,NA
CGP,CROMER_TUMORIGENESIS_UP,1.5573037,0.0154577885,0.12607951,NA
CGP,LOPEZ_MESOTHELIOMA_SURVIVAL_DN,1.555859,0.02672956,0.12746486,NA
CGP,LI_LUNG_CANCER,1.5557288,0.026448363,0.1271813,NA
CGP,SMID_BREAST_CANCER_BASAL_UP,1.5553968,0,0.12709123,NA
CGP,ZHANG_PROLIFERATING_VS_QUIESCENT,1.5534657,0.014888338,0.12913282,NA
CGP,KIM_GLIS2_TARGETS_UP,1.5521686,0.007981756,0.13024205,NA
CGP,HU_GENOTOXIC_DAMAGE_4HR,1.5519297,0.016971279,0.13006797,NA
CGP,VERHAAK_GLIOBLASTOMA_MESENCHYMAL,1.5511585,0.0010384216,0.13066366,NA
CGP,PROVENZANI_METASTASIS_DN,1.5503399,0.004310345,0.13124168,NA
CGP,MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP,1.5494919,0.041411042,0.13186075,NA
CGP,OKUMURA_INFLAMMATORY_RESPONSE_LPS,1.5485172,0.0010438414,0.13259077,NA
CGP,HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP,1.5481638,0,0.1325979,NA
CGP,PRAMOONJAGO_SOX4_TARGETS_UP,1.5481181,0.017156864,0.13216247,NA
CGP,CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP,1.5473145,0.0031982942,0.13276163,NA
CGP,CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP,1.5468053,0.006615215,0.13288383,NA
CGP,CERVERA_SDHB_TARGETS_1_UP,1.5454819,0.0044792835,0.1340648,NA
CGP,CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP,1.5451316,0.028947368,0.13401031,NA
CGP,LI_AMPLIFIED_IN_LUNG_CANCER,1.5447026,0.0010504202,0.13408288,NA
CGP,PHONG_TNF_TARGETS_UP,1.5446653,0.012019231,0.13367353,NA
CGP,PASINI_SUZ12_TARGETS_DN,1.5446148,0,0.13329305,NA
CGP,NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON,1.5429899,0.02526003,0.13498092,NA
CGP,DOANE_BREAST_CANCER_ESR1_UP,1.5428759,0.0022371365,0.13463879,NA
CGP,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5,1.5424547,0.010404624,0.13473313,NA
CGP,GROSS_ELK3_TARGETS_DN,1.5413697,0.025503356,0.1356229,NA
CGP,KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP,1.5411376,0.002173913,0.13548103,NA
CGP,CHICAS_RB1_TARGETS_CONFLUENT,1.5410627,0,0.13510205,NA
CGP,HUANG_GATA2_TARGETS_DN,1.5410618,0.011520738,0.13463937,NA
CGP,GREENBAUM_E2A_TARGETS_UP,1.5406361,0.02610966,0.13467056,NA
CGP,WEINMANN_ADAPTATION_TO_HYPOXIA_UP,1.5405179,0.025265958,0.1343556,NA
CGP,DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP,1.5386704,0,0.13630016,NA
CGP,PETROVA_PROX1_TARGETS_DN,1.5384883,0.008363202,0.13603488,NA
CGP,GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP,1.5379231,0.0031120332,0.13626634,NA
CGP,LEE_LIVER_CANCER_MYC_E2F1_UP,1.5378904,0.015719468,0.13584769,NA
CGP,CHANG_IMMORTALIZED_BY_HPV31_DN,1.5375009,0.023284314,0.13598095,NA
CGP,BRUNO_HEMATOPOIESIS,1.537102,0.014251782,0.13599701,NA
CGP,SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP,1.5365285,0.042899407,0.13630946,NA
CGP,ZHANG_TLX_TARGETS_60HR_UP,1.5359237,0,0.13664794,NA
CGP,ABE_VEGFA_TARGETS_30MIN,1.5354487000000001,0.04,0.13674107,NA
CGP,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3,1.5354469,0.0116959065,0.13629471,NA
CGP,NEWMAN_ERCC6_TARGETS_DN,1.5350102,0.027667984,0.13639869,NA
CGP,DELPUECH_FOXO3_TARGETS_DN,1.5342056,0.021546261,0.13705225,NA
CGP,BERENJENO_TRANSFORMED_BY_RHOA_UP,1.5335183,0,0.1375234,NA
CGP,BRUECKNER_TARGETS_OF_MIRLET7A3_UP,1.5325885,0.0110741975,0.13831447,NA
CGP,ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR,1.5321634,0.005399568,0.13842094,NA
CGP,ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP,1.5320932,0.014994233,0.13805577,NA
CGP,AMIT_EGF_RESPONSE_120_HELA,1.5316962,0.015550239,0.13809486,NA
CGP,BURTON_ADIPOGENESIS_3,1.5313598,0.010180996,0.13811705,NA
CGP,MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN,1.5304738,0.012254902,0.13894844,NA
CGP,BROWNE_HCMV_INFECTION_24HR_UP,1.530372,0,0.13866018,NA
CGP,AFFAR_YY1_TARGETS_UP,1.5302844,0.003121748,0.13832329,NA
CGP,WILENSKY_RESPONSE_TO_DARAPLADIB,1.5280868,0.03524804,0.1407686,NA
CGP,ONDER_CDH1_TARGETS_2_DN,1.5279512,0,0.1404868,NA
CGP,SWEET_LUNG_CANCER_KRAS_UP,1.5274433,0,0.14064677,NA
CGP,BASSO_B_LYMPHOCYTE_NETWORK,1.5268911,0.0033076075,0.14087814,NA
CGP,BURTON_ADIPOGENESIS_PEAK_AT_24HR,1.5268564,0.030264817,0.14049023,NA
CGP,WU_HBX_TARGETS_1_UP,1.5268357,0.035276074,0.1400886,NA
CGP,LOPEZ_MESOTHELIOMA_SURVIVAL_OVERALL_DN,1.5263642,0.04411765,0.14020458,NA
CGP,NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON,1.5260674,0.042176872,0.14014775,NA
CGP,JEPSEN_SMRT_TARGETS,1.5252992,0.03612903,0.1406817,NA
CGP,GOLUB_ALL_VS_AML_DN,1.5246986,0.02538787,0.14107688,NA
CGP,OKAMOTO_LIVER_CANCER_MULTICENTRIC_OCCURRENCE_UP,1.5245721,0.031294454,0.14079551,NA
CGP,CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN,1.5243694,0.007954545,0.14062165,NA
CGP,RUTELLA_RESPONSE_TO_HGF_UP,1.5236183,0,0.14120476,NA
CGP,PETROVA_PROX1_TARGETS_UP,1.5235951,0.03009576,0.14081061,NA
Reactome,REACTOME_SIGNALING_BY_BMP,-1.5235481,0.04897959,0.23273449,NA
CGP,NAKAMURA_CANCER_MICROENVIRONMENT_DN,1.5233278,0.02208589,0.14071462,NA
CGP,HARRIS_BRAIN_CANCER_PROGENITORS,1.5223467,0.026683608,0.1414293,NA
CGP,HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP,1.5219368,0.033467203,0.14155036,NA
CGP,WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN,1.5215882,0.012953368,0.14159195,NA
CGP,ZHANG_TARGETS_OF_EWSR1_FLI1_FUSION,1.5213019,0.009302326,0.1415573,NA
CGP,KIM_PTEN_TARGETS_UP,1.520207,0.03776224,0.14255254,NA
CGP,SCHRAETS_MLL_TARGETS_DN,1.5195817,0.028985508,0.14295065,NA
CGP,ONO_AML1_TARGETS_UP,1.519474,0.03462604,0.14268868,NA
CGP,SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN,1.5193119,0.032394364,0.14248396,NA
CGP,MCCLUNG_CREB1_TARGETS_UP,1.518339,0.011235955,0.14346404,NA
CGP,CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN,1.5175792,0,0.14403771,NA
CGP,GROSS_HYPOXIA_VIA_HIF1A_UP,1.5175109,0.013888889,0.14370474,NA
CGP,RASHI_RESPONSE_TO_IONIZING_RADIATION_1,1.516099,0.028822055,0.14508559,NA
CGP,GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN,1.5156387,0.01718213,0.14518301,NA
CGP,WOOD_EBV_EBNA1_TARGETS_DN,1.515525,0.021329988,0.14491971,NA
Reactome,REACTOME_GLUCOSE_METABOLISM,-1.5155033,0.012738854,0.23367736,NA
CGP,IGARASHI_ATF4_TARGETS_DN,1.5144627,0.013667426,0.14592801,NA
CGP,KARAKAS_TGFB1_SIGNALING,1.514397,0.046478875,0.14559422,NA
CGP,ZHENG_RESPONSE_TO_ARSENITE_UP,1.5132855,0.0474732,0.146686,NA
CGP,AMIT_SERUM_RESPONSE_480_MCF10A,1.5120384,0.031007752,0.14795074,NA
CGP,BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN,1.5111668,0.05109489,0.14869499,NA
CGP,CASTELLANO_NRAS_TARGETS_DN,1.5102426,0.046511628,0.14950714,NA
CGP,CROONQUIST_NRAS_SIGNALING_DN,1.5098346,0.015222482,0.14953636,NA
CGP,VANTVEER_BREAST_CANCER_METASTASIS_DN,1.509214,0.006688963,0.14994432,NA
CGP,SENESE_HDAC1_AND_HDAC2_TARGETS_DN,1.5087564,0.0020811656,0.15013598,NA
CGP,DOANE_BREAST_CANCER_CLASSES_DN,1.5074624,0.030625831,0.15146577,NA
CGP,HANSON_HRAS_SIGNALING_VIA_NFKB,1.50741,0.038297873,0.15109538,NA
CGP,KARLSSON_TGFB1_TARGETS_UP,1.5073351,0.0065789474,0.15077122,NA
CGP,ROVERSI_GLIOMA_LOH_REGIONS,1.5066549,0.021118013,0.15134056,NA
CGP,MORI_IMMATURE_B_LYMPHOCYTE_DN,1.504874,0.01627907,0.15338351,NA
CGP,AMIT_DELAYED_EARLY_GENES,1.5045624,0.04434907,0.15332204,NA
CGP,LENAOUR_DENDRITIC_CELL_MATURATION_UP,1.5037558,0.0065789474,0.15406888999999999,NA
CGP,DIRMEIER_LMP1_RESPONSE_EARLY,1.5030242,0.02813599,0.15463117,NA
CGP,HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_UP,1.5029955,0.055312954,0.15423305,NA
CGP,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,1.5026933,0,0.15419334,NA
CGP,LIU_BREAST_CANCER,1.5026518,0.047945205,0.15382174,NA
